Timestamp,Value
0.0009734736842119673,5.010459248899679
0.003129263157894968,6.733529972600081
0.0048538947368435,6.328810110199811
0.007009684210526501,4.146815971100295
0.008734315789475033,9.094998098300493
0.010890105263158034,5.625970706299995
0.013045894736844588,7.022013326900378
0.014770526315789567,6.4185471034998045
0.01692631578947612,3.5373271306998504
0.0186509473684211,8.667994553000426
0.020806736842107654,4.647295443800431
0.022962526315790655,7.038274392800304
0.024687157894739187,6.3450711760997365
0.026842947368422188,4.782202064599915
0.02856757894737072,8.514417819499613
0.03072336842105372,5.520574908799972
0.03287915789473672,7.015388448199701
0.034603789473685254,6.412524486499933
0.036759578947368254,4.188974290100305
0.03848421052631679,8.488520566400439
0.04063999999999979,4.762929690200508
0.04279578947368634,7.445403302000159
0.04452042105263132,6.466728039499685
0.046676210526317874,4.137179783900137
0.04840084210526285,7.583321231300033
0.05055663157894941,5.59405083620004
0.05271242105263241,6.608259538999846
0.05443705263158094,6.270992986999772
0.05659284210526394,5.330862473299931
0.05831747368421247,6.531170041400401
0.060473263157895474,5.392293166700256
0.06262905263157847,8.026585842500026
0.064353684210527,4.349175902299976
0.06650947368421001,6.505272788300317
0.06823410526315854,6.803994591499759
0.07038989473684154,3.8583326167999985
0.0725456842105281,9.447923454499687
0.07427031578947307,3.960717105799631
0.07642610526315963,7.426130927599843
0.0781507368421046,5.606698331899679
0.08030652631579116,4.172713224200379
0.08246231578947416,8.22834351199981
0.0841869473684227,5.876511573500466
0.0863427368421057,7.125000077599907
0.08806736842105423,8.982375160399897
0.09022315789473723,5.690412708199801
0.09237894736842023,5.12549123359986
0.09410357894736876,7.676671794800313
0.09625936842105176,5.777138393000314
0.0979840000000003,5.5555060874003175
0.1001397894736833,5.305567481899743
0.10229557894736985,6.85518683600003
0.10402021052631483,82.31255522900028
0.10617600000000138,319.12848054769984
0.10790063157894636,555.3541894004002
0.11005642105263291,758.4332210702005
0.11221221052631591,972.4896767459004
0.11393684210526445,1155.2285240215997
0.11609263157894745,1291.1451376924997
0.11781726315789598,1328.8063685786
0.11997305263157898,1264.8594257960003
0.12212884210526553,1159.2239281394004
0.12385347368421051,1019.9924660716997
0.12600926315789707,899.2209273707003
0.12773389473684205,798.4691698393999
0.1298896842105286,716.5332723395004
0.1320454736842116,671.896646444
0.13377010526316013,635.6567531699002
0.13592589473684313,636.5679751220005
0.13765052631579167,669.1015498942998
0.13980631578947467,733.7326619680998
0.14196210526315767,814.2628806601997
0.1436867368421062,910.4452786736001
0.1458425263157892,1010.5267189327997
0.14756715789473773,1107.1102232384
0.14972294736842073,1185.8017369604004
0.1518787368421073,1261.8011408834
0.15360336842105227,1302.9277855912997
0.15575915789473882,1337.1398637214998
0.1574837894736838,1356.5591899763003
0.15963957894737035,1372.8178468295
0.16179536842105335,1387.9731602482998
0.16352000000000189,1404.5817311492
